agency_name,stop_id,ZDEr_ID_REF_A,ID_LINE
CSO,StopPoint:23:101,13740,C00271
CSO,StopPoint:23:40,13696,C00270
CSO,StopPoint:23:27,423023,C00270
CSO,StopPoint:23:287,13870,C00270
CSO,StopPoint:23:91,13731,C00269
CSO,StopPoint:23:294,13875,C00270
CSO,StopPoint:23:42,13698,C00270
CSO,StopPoint:23:49,13702,C00270
CSO,StopPoint:23:78,423031,C00269
CSO,StopPoint:23:1023,14184,C00285
CSO,StopPoint:23:567,14032,C00286
CSO,StopPoint:23:457,13958,C00284
CSO,StopPoint:23:461,13962,C00284
CSO,StopPoint:23:907,14129,C00285
CSO,StopPoint:23:463,13964,C00285
CSO,StopPoint:23:1035,411648,C00286
CSO,StopPoint:23:1036,411651,C00286
CSO,StopPoint:23:587,14045,C00286
CSO,StopPoint:23:324,423090,C00274
CSO,StopPoint:23:325,423089,C00274
CSO,StopPoint:23:1128,23073,C00273
CSO,StopPoint:23:145,13766,C00273
CSO,StopPoint:23:641,14068,C00273
CSO,StopPoint:23:38,13513,C00272
CSO,StopPoint:23:1128,23073,C00274
CSO,StopPoint:23:328,13535,C00274
CSO,StopPoint:23:295,13876,C00272
CSO,StopPoint:23:43,13699,C00272
CSO,StopPoint:23:235,13828,C00271
CSO,StopPoint:23:11,423026,C00271
CSO,StopPoint:23:12,423025,C00271
CSO,StopPoint:23:240,13833,C00271
CSO,StopPoint:23:30,13690,C00271
CSO,StopPoint:23:288,13871,C00271
CSO,StopPoint:23:286,13547,C00271
CSO,StopPoint:23:27,423023,C00271
CSO,StopPoint:23:115,8709,C00271
CSO,StopPoint:23:1134,23074,C00271
CSO,StopPoint:23:507,13997,C00279
CSO,StopPoint:23:491,13984,C00279
CSO,StopPoint:23:151,13772,C00279
CSO,StopPoint:23:512,14002,C00279
CSO,StopPoint:23:397,13915,C00279
CSO,StopPoint:23:152,13773,C00279
CSO,StopPoint:23:509,13999,C00279
CSO,StopPoint:23:495,13988,C00279
CSO,StopPoint:23:522,14010,C00276
CSO,StopPoint:23:1151,41730,C00276
CSO,StopPoint:23:900,14126,C00275
CSO,StopPoint:23:151,13772,C00276
CSO,StopPoint:23:497,13990,C00276
CSO,StopPoint:23:555,423109,C00276
CSO,StopPoint:23:154,5705,C00276
CSO,StopPoint:23:8,13676,C00275
CSO,StopPoint:23:1152,41731,C00276
CSO,StopPoint:23:552,14027,C00275
CSO,StopPoint:23:1079,20192,C00275
CSO,StopPoint:23:325,423089,C00275
CSO,StopPoint:23:1076,17591,C00275
CSO,StopPoint:23:337,13381,C00275
CSO,StopPoint:23:326,13387,C00275
CSO,StopPoint:23:173,423081,C00275
CSO,StopPoint:23:330,423098,C00275
CSO,StopPoint:23:172,423080,C00275
CSO,StopPoint:23:171,423079,C00275
CSO,StopPoint:23:175,13438,C00275
CSO,StopPoint:23:1065,14195,C00279
CSO,StopPoint:23:98,13737,C00278
CSO,StopPoint:23:121,13753,C00278
CSO,StopPoint:23:582,14040,C00278
CSO,StopPoint:23:1066,14196,C00279
CSO,StopPoint:23:69,13711,C00278
CSO,StopPoint:23:1107,14183,C00278
CSO,StopPoint:23:456,13957,C00278
CSO,StopPoint:23:576,14037,C00278
CSO,StopPoint:23:427,13938,C00278
CSO,StopPoint:23:658,9261,C00276
CSO,StopPoint:23:648,14072,C00276
CSO,StopPoint:23:1016,14183,C00278
CSO,StopPoint:23:455,423074,C00277
CSO,StopPoint:23:443,13948,C00277
CSO,StopPoint:23:432,13414,C00277
CSO,StopPoint:23:543,13504,C00277
CSO,StopPoint:23:681,14077,C00276
CSO,StopPoint:23:1141,14029,C00277
CSO,StopPoint:23:554,14029,C00277
CSO,StopPoint:23:39,13695,C00271
CSO,StopPoint:23:622,14064,C00271
CSO,StopPoint:23:37,13514,C00271
CSO,StopPoint:23:36,13694,C00271
CSO,StopPoint:23:38,13513,C00271
CSO,StopPoint:23:455,423074,C00271
CSO,StopPoint:23:77,13718,C00271
CSO,StopPoint:23:427,13938,C00271
CSO,StopPoint:23:92,13732,C00271
CSO,StopPoint:23:294,13875,C00272
CSO,StopPoint:23:544,423112,C00275
CSO,StopPoint:23:361,13439,C00275
CSO,StopPoint:23:363,423037,C00275
CSO,StopPoint:23:362,423036,C00275
AUTOCARS DOMINIQUE,StopPoint:14:14955,36919,C01757
AUTOCARS DOMINIQUE,StopPoint:14:14960,36924,C01757
AUTOCARS DOMINIQUE,StopPoint:14:14968,36929,C01757
Autocars Tourneux,StopPoint:58:178,13373,C00640
Autocars Tourneux,StopPoint:58:298,13410,C00640
Autocars Tourneux,StopPoint:58:328,13425,C00640
Autocars Tourneux,StopPoint:58:355,13442,C00640
Autocars Tourneux,StopPoint:58:425,13476,C00640
Autocars Tourneux,StopPoint:58:429,13480,C00640
Autocars Tourneux,StopPoint:58:432,13483,C00640
Autocars Tourneux,StopPoint:58:441,13492,C00640
Autocars Tourneux,StopPoint:58:445,13493,C00640
Autocars Tourneux,StopPoint:58:460,13504,C00640
Autocars Tourneux,StopPoint:58:49,13326,C00640
Autocars Tourneux,StopPoint:58:577,423224,C00640
Autocars Tourneux,StopPoint:58:579,423223,C00640
Autocars Tourneux,StopPoint:58:581,13571,C00640
Autocars Tourneux,StopPoint:58:583,13573,C00640
Autocars Tourneux,StopPoint:58:1088,13625,C00641
Autocars Tourneux,StopPoint:58:1090,13627,C00641
Autocars Tourneux,StopPoint:58:1105,13640,C00641
Autocars Tourneux,StopPoint:58:1087,13624,C00642
Autocars Tourneux,StopPoint:58:1110,13645,C00642
Autocars Tourneux,StopPoint:58:1112,13647,C00642
Autocars Tourneux,StopPoint:58:1116,13651,C00642
Autocars Tourneux,StopPoint:58:274,13401,C00642
Autocars Tourneux,StopPoint:58:182,13375,C00643
Autocars Tourneux,StopPoint:58:220,424294,C00643
Autocars Tourneux,StopPoint:58:222,423101,C00643
Autocars Tourneux,StopPoint:58:223,13384,C00643
Autocars Tourneux,StopPoint:58:258,13391,C00643
Autocars Tourneux,StopPoint:58:261,13394,C00643
Autocars Tourneux,StopPoint:58:284,423041,C00643
Autocars Tourneux,StopPoint:58:289,423039,C00643
Autocars Tourneux,StopPoint:58:327,13424,C00643
Autocars Tourneux,StopPoint:58:347,13434,C00643
Autocars Tourneux,StopPoint:58:350,423083,C00643
Autocars Tourneux,StopPoint:58:351,13438,C00643
Autocars Tourneux,StopPoint:58:352,423034,C00643
Autocars Tourneux,StopPoint:58:1225,425620,C00644
Autocars Tourneux,StopPoint:58:126,13340,C00644
Autocars Tourneux,StopPoint:58:142,13355,C00644
Autocars Tourneux,StopPoint:58:302,423061,C00644
Autocars Tourneux,StopPoint:58:306,13416,C00644
Autocars Tourneux,StopPoint:58:327,13424,C00644
Autocars Tourneux,StopPoint:58:404,13455,C00644
Autocars Tourneux,StopPoint:58:41,13318,C00644
Autocars Tourneux,StopPoint:58:411,13462,C00644
Autocars Tourneux,StopPoint:58:412,13463,C00644
Autocars Tourneux,StopPoint:58:413,13464,C00644
Autocars Tourneux,StopPoint:58:415,13466,C00644
Autocars Tourneux,StopPoint:58:418,13469,C00644
Autocars Tourneux,StopPoint:58:423,13474,C00644
Autocars Tourneux,StopPoint:58:425,13476,C00644
Autocars Tourneux,StopPoint:58:47,13324,C00644
Autocars Tourneux,StopPoint:58:481,13519,C00644
Autocars Tourneux,StopPoint:58:483,13521,C00644
Autocars Tourneux,StopPoint:58:77,13339,C00644
Autocars Tourneux,StopPoint:58:810,13595,C00644
Autocars Tourneux,StopPoint:58:960,13605,C00644
Autocars Tourneux,StopPoint:58:1219,13312,C00645
Autocars Tourneux,StopPoint:58:34,425621,C00645
Autocars Tourneux,StopPoint:58:44,13321,C00645
Autocars Tourneux,StopPoint:58:48,13325,C00645
Autocars Tourneux,StopPoint:58:50,13327,C00645
Autocars Tourneux,StopPoint:58:51,13328,C00645
Autocars Tourneux,StopPoint:58:147,13358,C00646
Autocars Tourneux,StopPoint:58:152,13363,C00646
Autocars Tourneux,StopPoint:58:40,13317,C00646
Autocars Tourneux,StopPoint:58:492,13529,C00647
Autocars Tourneux,StopPoint:58:137,13351,C00648
Autocars Tourneux,StopPoint:58:142,13355,C00648
Autocars Tourneux,StopPoint:58:481,13519,C00648
Autocars Tourneux,StopPoint:58:485,13523,C00648
Autocars Tourneux,StopPoint:58:491,13528,C00648
Autocars Tourneux,StopPoint:58:492,13529,C00648
Autocars Tourneux,StopPoint:58:500,13537,C00648
Autocars Tourneux,StopPoint:58:503,13540,C00648
Autocars Tourneux,StopPoint:58:960,13605,C00648
Autocars Tourneux,StopPoint:58:70,13333,C00649
Autocars Tourneux,StopPoint:58:72,13335,C00649
Autocars Tourneux,StopPoint:58:76,13338,C00649
Autocars Tourneux,StopPoint:58:151,13362,C00651
Autocars Tourneux,StopPoint:58:152,13363,C00651
Autocars Tourneux,StopPoint:58:34,425621,C00651
Autocars Tourneux,StopPoint:58:42,13319,C00651
Autocars Tourneux,StopPoint:58:985,13615,C00651
Autocars Tourneux,StopPoint:58:1131,13666,C00652
Autocars Tourneux,StopPoint:58:1132,13667,C00652
Autocars Tourneux,StopPoint:58:1137,13671,C00652
Autocars Tourneux,StopPoint:58:428,13479,C00652
Autocars Tourneux,StopPoint:58:739,13592,C00652
Autocars Tourneux,StopPoint:58:1068,13622,C00653
Autocars Tourneux,StopPoint:58:1160,21160,C00653
Autocars Tourneux,StopPoint:58:101,420876,C00654
Autocars Tourneux,StopPoint:58:103,420878,C00654
Autocars Tourneux,StopPoint:58:126,13340,C00654
Autocars Tourneux,StopPoint:58:359,424016,C00654
Autocars Tourneux,StopPoint:58:384,424017,C00654
Autocars Tourneux,StopPoint:58:39,13316,C00654
Bus en Seine,StopPoint:16:19019,32024,C00331
Bus en Seine,StopPoint:16:19143,32130,C00331
Bus en Seine,StopPoint:16:19245,32225,C00330
Bus en Seine,StopPoint:16:19129,32119,C00331
Bus en Seine,StopPoint:16:19211,32195,C00330
Bus en Seine,StopPoint:16:19497,32374,C00330
Bus en Seine,StopPoint:16:19228,32211,C00330
Bus en Seine,StopPoint:16:19116,32108,C00331
Bus en Seine,StopPoint:16:19058,32059,C00331
Bus en Seine,StopPoint:16:19144,32131,C00331
Bus en Seine,StopPoint:16:19028,32033,C00330
Bus en Seine,StopPoint:16:19202,32186,C00329
Bus en Seine,StopPoint:16:19204,32188,C00329
Bus en Seine,StopPoint:16:19147,32134,C00329
Bus en Seine,StopPoint:16:19149,32136,C00329
Bus en Seine,StopPoint:16:19049,32052,C00330
Bus en Seine,StopPoint:16:19048,32051,C00330
Bus en Seine,StopPoint:16:19178,32163,C00329
Bus en Seine,StopPoint:16:19008,32013,C00330
Bus en Seine,StopPoint:16:19009,32014,C00330
Bus en Seine,StopPoint:16:19060,32061,C00330
Bus en Seine,StopPoint:16:19202,32186,C00330
Bus en Seine,StopPoint:16:19114,411952,C00330
Bus en Seine,StopPoint:16:19163,32148,C00330
Bus en Seine,StopPoint:16:19092,32087,C00330
Bus en Seine,StopPoint:16:19105,32099,C00330
Bus en Seine,StopPoint:16:19161,32146,C00330
Bus en Seine,StopPoint:16:19073,32072,C00330
Bus en Seine,StopPoint:16:19200,32185,C00330
Bus en Seine,StopPoint:16:19152,32139,C00330
Bus en Seine,StopPoint:18:695,7685,C00316
Bus en Seine,StopPoint:18:697,7687,C00316
Bus en Seine,StopPoint:18:19588,417901,C00317
Bus en Seine,StopPoint:18:19589,417902,C00316
Bus en Seine,StopPoint:18:19477,16915,C00317
Bus en Seine,StopPoint:18:19500,19938,C00317
Bus en Seine,StopPoint:18:724,7708,C00316
Bus en Seine,StopPoint:18:737,7719,C00316
Bus en Seine,StopPoint:18:19495,19899,C00317
Bus en Seine,StopPoint:18:429,7621,C00317
Bus en Seine,StopPoint:16:19076,32075,C00329
Bus en Seine,StopPoint:16:19139,32128,C00329
Bus en Seine,StopPoint:16:19143,32130,C00329
Bus en Seine,StopPoint:16:19142,41762,C00329
Bus en Seine,StopPoint:18:446,7633,C00317
Bus en Seine,StopPoint:18:438,7626,C00317
Bus en Seine,StopPoint:18:734,7716,C00317
Bus en Seine,StopPoint:18:735,7717,C00317
Bus en Seine,StopPoint:18:430,7622,C00317
Bus en Seine,StopPoint:18:690,7681,C00317
Bus en Seine,StopPoint:16:19234,32216,C00333
Bus en Seine,StopPoint:16:19242,32222,C00333
Bus en Seine,StopPoint:16:19241,32221,C00333
Bus en Seine,StopPoint:16:19451,32342,C00333
Bus en Seine,StopPoint:16:19236,32218,C00333
Bus en Seine,StopPoint:16:19448,32340,C00331
Bus en Seine,StopPoint:16:19198,32183,C00332
Bus en Seine,StopPoint:16:19204,32188,C00331
Bus en Seine,StopPoint:16:19534,420098,C00331
Bus en Seine,StopPoint:16:19272,32237,C00331
Bus en Seine,StopPoint:16:19241,32221,C00331
Bus en Seine,StopPoint:16:19173,32158,C00331
Bus en Seine,StopPoint:16:19256,32233,C00331
Bus en Seine,StopPoint:16:19072,32071,C00332
Bus en Seine,StopPoint:16:19200,32185,C00331
Bus en Seine,StopPoint:16:19084,32080,C00333
Bus en Seine,StopPoint:16:19014,32019,C00333
Bus en Seine,StopPoint:16:19154,32141,C00333
Bus en Seine,StopPoint:16:19131,32121,C00333
Bus en Seine,StopPoint:16:19182,32167,C00333
Bus en Seine,StopPoint:16:19057,32058,C00333
Bus en Seine,StopPoint:16:19120,32112,C00333
Bus en Seine,StopPoint:16:19118,411951,C00333
Bus en Seine,StopPoint:16:19167,32152,C00333
Bus en Seine,StopPoint:16:19187,32172,C00333
Bus en Seine,StopPoint:16:19112,32104,C00334
Bus en Seine,StopPoint:16:19018,32023,C00334
Bus en Seine,StopPoint:16:19161,32146,C00334
Bus en Seine,StopPoint:16:19175,32160,C00334
Bus en Seine,StopPoint:16:19022,32027,C00334
Bus en Seine,StopPoint:16:19016,34378,C01755
Busval d'Oise,StopPoint:87:150,416962,C01554
Busval d'Oise,StopPoint:87:154,29655,C01554
Busval d'Oise,StopPoint:87:125,416893,C01555
Busval d'Oise,StopPoint:87:136,419252,C01554
Busval d'Oise,StopPoint:87:26,416811,C01554
Busval d'Oise,StopPoint:87:40,29581,C01554
Busval d'Oise,StopPoint:87:46,416864,C01554
Busval d'Oise,StopPoint:87:31,416817,C01554
Busval d'Oise,StopPoint:87:174,416982,C01555
Busval d'Oise,StopPoint:87:29,8682,C01554
Busval d'Oise,StopPoint:87:81,416951,C01555
Busval d'Oise,StopPoint:87:93,416894,C01556
Busval d'Oise,StopPoint:87:3,416791,C01555
Busval d'Oise,StopPoint:87:182,417003,C01555
Busval d'Oise,StopPoint:87:83,416879,C01555
Busval d'Oise,StopPoint:87:32,416823,C01555
Busval d'Oise,StopPoint:87:71,416934,C01556
Busval d'Oise,StopPoint:87:174,416982,C01556
Busval d'Oise,StopPoint:87:189,417038,C01556
CIF,StopPoint:7:10270,40133,C00225
CIF,StopPoint:7:10322,38037,C00225
CIF,StopPoint:7:10325,39124,C00225
CIF,StopPoint:7:10352,39144,C00225
CIF,StopPoint:8:30094,419637,C01816
CIF,StopPoint:8:30513,38419,C01816
CIF,StopPoint:8:30669,419516,C01816
CIF,StopPoint:8:30090,419662,C00226
CIF,StopPoint:8:30264,40475,C00226
CIF,StopPoint:8:30546,38681,C00226
CIF,StopPoint:7:10639,39305,C00199
CIF,StopPoint:7:10655,424988,C00199
CIF,StopPoint:7:10615,39284,C00200
CIF,StopPoint:7:10645,39310,C00200
CIF,StopPoint:7:10646,39311,C00200
CIF,StopPoint:7:10654,40689,C00200
CIF,StopPoint:7:10603,40148,C00202
CIF,StopPoint:7:10610,41799,C00202
CIF,StopPoint:7:10625,39292,C00202
CIF,StopPoint:7:10634,39301,C00202
CIF,StopPoint:7:10641,38160,C00202
CIF,StopPoint:7:10307,419283,C00204
CIF,StopPoint:7:10308,423638,C00204
CIF,StopPoint:7:10319,39118,C00204
CIF,StopPoint:7:10338,39132,C00204
CIF,StopPoint:7:10348,424992,C00204
CIF,StopPoint:7:10502,39200,C00204
CIF,StopPoint:7:10509,423136,C00204
CIF,StopPoint:7:10518,38114,C00204
CIF,StopPoint:7:10529,19397,C00204
CIF,StopPoint:7:10556,38131,C00204
CIF,StopPoint:7:10557,39241,C00204
CIF,StopPoint:7:10571,39254,C00204
CIF,StopPoint:7:10590,19565,C00204
CIF,StopPoint:7:10616,39285,C00204
CIF,StopPoint:7:10649,39312,C00204
CIF,StopPoint:7:10773,423229,C00204
CIF,StopPoint:7:10774,419344,C00204
CIF,StopPoint:7:10785,425906,C00204
CIF,StopPoint:7:10173,39051,C01866
CIF,StopPoint:7:10176,40563,C01866
CIF,StopPoint:7:10191,40643,C01866
CIF,StopPoint:7:10422,18974,C01866
CIF,StopPoint:7:10489,38108,C01866
CIF,StopPoint:7:10503,39201,C01866
CIF,StopPoint:7:10580,38398,C01866
CIF,StopPoint:7:10585,38111,C01866
CIF,StopPoint:7:10791,424240,C01866
CIF,StopPoint:6:187,423758,C00262
CIF,StopPoint:6:189,40305,C00262
CIF,StopPoint:8:30069,419548,C00228
CIF,StopPoint:8:30071,423518,C00228
CIF,StopPoint:8:30090,419662,C00228
CIF,StopPoint:8:30337,419692,C00228
CIF,StopPoint:8:30345,419684,C00228
CIF,StopPoint:8:30368,38213,C00228
CIF,StopPoint:8:30370,419501,C00228
CIF,StopPoint:8:30405,415757,C00228
CIF,StopPoint:8:30076,419638,C00229
CIF,StopPoint:8:30083,419729,C00229
CIF,StopPoint:8:30088,38534,C00229
CIF,StopPoint:8:30089,419539,C00229
CIF,StopPoint:8:30094,419637,C00229
CIF,StopPoint:8:30389,419598,C00229
CIF,StopPoint:8:30396,414342,C00229
CIF,StopPoint:8:30400,414377,C00229
CIF,StopPoint:8:30528,419712,C00229
CIF,StopPoint:8:30532,38759,C00229
CIF,StopPoint:8:30543,419495,C00229
CIF,StopPoint:8:30074,38528,C00230
CIF,StopPoint:8:30075,38530,C00230
CIF,StopPoint:8:30344,38829,C00230
CIF,StopPoint:8:30351,38827,C00230
CIF,StopPoint:8:30353,38632,C00230
CIF,StopPoint:8:30519,419520,C00230
CIF,StopPoint:8:30520,419523,C00230
CIF,StopPoint:8:30527,38840,C00230
CIF,StopPoint:8:30037,38488,C00231
CIF,StopPoint:8:30055,419764,C00231
CIF,StopPoint:8:30301,423622,C00231
CIF,StopPoint:8:30307,419756,C00231
CIF,StopPoint:8:30597,38410,C00231
CIF,StopPoint:8:30720,38186,C00231
CIF,StopPoint:8:30276,419564,C00232
CIF,StopPoint:8:30278,419530,C00232
CIF,StopPoint:8:30299,38619,C00232
CIF,StopPoint:8:30269,38452,C00233
CIF,StopPoint:8:30287,38616,C00233
CIF,StopPoint:8:30300,38621,C00233
CIF,StopPoint:8:30305,38624,C00233
CIF,StopPoint:8:30306,38606,C00233
CIF,StopPoint:8:30304,423521,C00234
CIF,StopPoint:8:30407,419599,C00234
CIF,StopPoint:8:30290,423837,C00235
CIF,StopPoint:8:30401,419620,C00235
CIF,StopPoint:8:30412,40266,C00235
CIF,StopPoint:8:30422,39167,C00236
CIF,StopPoint:8:30582,419762,C00236
CIF,StopPoint:8:30596,38409,C00236
CIF,StopPoint:8:30685,419771,C00236
Busval d'Oise,StopPoint:84:43,29538,C01786
Busval d'Oise,StopPoint:84:47,29542,C01786
Busval d'Oise,StopPoint:84:49,29544,C01786
Busval d'Oise,StopPoint:84:493,29572,C01786
Busval d'Oise,StopPoint:84:76,29570,C01786
Busval d'Oise,StopPoint:84:84,29577,C01786
Busval d'Oise,StopPoint:84:85,29578,C01786
Busval d'Oise,StopPoint:84:94,29586,C01786
Busval d'Oise,StopPoint:84:98,41902,C01786
Busval d'Oise,StopPoint:84:270,29720,C00399
Busval d'Oise,StopPoint:84:271,29721,C00399
Busval d'Oise,StopPoint:84:273,29723,C00399
Busval d'Oise,StopPoint:84:276,29724,C00399
Busval d'Oise,StopPoint:84:278,29726,C00399
Busval d'Oise,StopPoint:84:308,416392,C00400
Busval d'Oise,StopPoint:84:484,5453,C00400
Busval d'Oise,StopPoint:84:24,41564,C01787
Busval d'Oise,StopPoint:84:8,29513,C01787
Busval d'Oise,StopPoint:84:25,29525,C01788
Busval d'Oise,StopPoint:84:38,41567,C01788
Busval d'Oise,StopPoint:84:506,424263,C01788
Busval d'Oise,StopPoint:84:45,29540,C01789
Busval d'Oise,StopPoint:84:48,29543,C01789
Busval d'Oise,StopPoint:84:509,424265,C01789
Busval d'Oise,StopPoint:84:57,29552,C01789
Busval d'Oise,StopPoint:84:58,29553,C01789
Busval d'Oise,StopPoint:84:62,29557,C01789
Busval d'Oise,StopPoint:84:128,29617,C01790
Busval d'Oise,StopPoint:84:139,41572,C01790
Busval d'Oise,StopPoint:84:140,41740,C01790
Busval d'Oise,StopPoint:84:68,29563,C01790
Busval d'Oise,StopPoint:84:72,29567,C01790
Busval d'Oise,StopPoint:84:181,41577,C01791
Busval d'Oise,StopPoint:84:186,41578,C01791
Busval d'Oise,StopPoint:84:188,29654,C01791
Busval d'Oise,StopPoint:84:190,419252,C01791
Busval d'Oise,StopPoint:84:198,29659,C01791
Busval d'Oise,StopPoint:84:318,41587,C01791
Busval d'Oise,StopPoint:84:326,41588,C01791
Busval d'Oise,StopPoint:84:479,417074,C01791
Busval d'Oise,StopPoint:84:480,413514,C01791
Busval d'Oise,StopPoint:84:515,417073,C01791
Busval d'Oise,StopPoint:51:317,5340,C00478
Busval d'Oise,StopPoint:51:318,5341,C00478
Busval d'Oise,StopPoint:51:681,9918,C00478
Busval d'Oise,StopPoint:51:683,9920,C00478
Busval d'Oise,StopPoint:51:684,9921,C00478
Busval d'Oise,StopPoint:51:685,9922,C00478
Busval d'Oise,StopPoint:5:40035,38866,C00607
Busval d'Oise,StopPoint:5:40147,425905,C00607
Busval d'Oise,StopPoint:5:40152,38918,C00607
Busval d'Oise,StopPoint:5:40313,422083,C00607
Busval d'Oise,StopPoint:5:40330,422192,C00607
Busval d'Oise,StopPoint:5:40010,38852,C00608
Busval d'Oise,StopPoint:5:40107,41637,C00608
Busval d'Oise,StopPoint:5:40133,38907,C00608
Busval d'Oise,StopPoint:5:40226,38950,C00608
Busval d'Oise,StopPoint:5:40328,422205,C00608
Busval d'Oise,StopPoint:5:40329,38603,C00608
Busval d'Oise,StopPoint:87:11,416852,C01552
Busval d'Oise,StopPoint:87:145,417017,C01552
Busval d'Oise,StopPoint:87:156,417017,C01552
Busval d'Oise,StopPoint:87:24,416809,C01552
Busval d'Oise,StopPoint:87:25,9594,C01552
Busval d'Oise,StopPoint:87:292,417114,C01552
Busval d'Oise,StopPoint:87:294,417135,C01552
Busval d'Oise,StopPoint:87:30,29585,C01552
Busval d'Oise,StopPoint:87:43,416805,C01552
Busval d'Oise,StopPoint:87:47,416862,C01552
Busval d'Oise,StopPoint:87:56,419250,C01552
Busval d'Oise,StopPoint:87:60,416853,C01552
Busval d'Oise,StopPoint:87:109,416910,C01553
Busval d'Oise,StopPoint:87:111,416974,C01553
Busval d'Oise,StopPoint:87:113,416887,C01553
Busval d'Oise,StopPoint:87:114,416870,C01553
Busval d'Oise,StopPoint:87:131,416928,C01553
Busval d'Oise,StopPoint:87:64,416792,C01553
Busval d'Oise,StopPoint:87:69,416915,C01553
Busval d'Oise,StopPoint:87:87,416886,C01553
Busval d'Oise,StopPoint:87:89,416884,C01553
Busval d'Oise,StopPoint:87:92,416897,C01553
Busval d'Oise,StopPoint:87:98,416944,C01553
Busval d'Oise,StopPoint:87:135,416970,C01554
Busval d'Oise,StopPoint:87:137,416966,C01554
Busval d'Oise,StopPoint:87:139,416965,C01554
Busval d'Oise,StopPoint:87:141,29758,C01554
Busval d'Oise,StopPoint:87:143,9073,C01554
Busval d'Oise,StopPoint:87:145,417017,C01554
Busval d'Oise,StopPoint:87:156,417017,C01554
Busval d'Oise,StopPoint:87:30,29585,C01554
Busval d'Oise,StopPoint:87:33,416819,C01554
Busval d'Oise,StopPoint:87:34,416804,C01554
Busval d'Oise,StopPoint:87:44,416868,C01554
Busval d'Oise,StopPoint:87:117,416880,C01555
Busval d'Oise,StopPoint:87:16,416862,C01555
Busval d'Oise,StopPoint:87:169,416984,C01555
Busval d'Oise,StopPoint:87:175,417044,C01555
Busval d'Oise,StopPoint:87:79,416955,C01555
Busval d'Oise,StopPoint:87:80,416950,C01555
Busval d'Oise,StopPoint:87:100,416925,C01556
CSO,StopPoint:23:383,423050,C00275
CSO,StopPoint:23:345,13590,C00275
CSO,StopPoint:23:531,423104,C00275
CSO,StopPoint:23:357,13406,C00275
CSO,StopPoint:23:340,423101,C00275
CSO,StopPoint:23:368,13402,C00275
CSO,StopPoint:23:946,423095,C00274
CSO,StopPoint:23:336,423100,C00274
CSO,StopPoint:23:362,423036,C00274
CSO,StopPoint:23:384,423049,C00274
CSO,StopPoint:23:385,423051,C00274
CSO,StopPoint:23:357,13406,C00274
CSO,StopPoint:23:964,14161,C00274
CSO,StopPoint:23:359,412323,C00274
CSO,StopPoint:23:929,423087,C00274
CSO,StopPoint:23:372,13903,C00274
CSO,StopPoint:23:519,14009,C00279
CSO,StopPoint:23:813,14087,C00279
CSO,StopPoint:23:134,13760,C00280
CSO,StopPoint:23:1114,23059,C00281
CSO,StopPoint:23:833,14099,C00279
CSO,StopPoint:23:832,14098,C00279
CSO,StopPoint:23:836,14101,C00279
CSO,StopPoint:23:815,14089,C00279
CSO,StopPoint:23:831,14097,C00279
CSO,StopPoint:23:837,14102,C00279
CSO,StopPoint:23:925,14140,C00279
CSO,StopPoint:23:851,14106,C00279
CSO,StopPoint:23:616,14060,C00286
CSO,StopPoint:23:601,13448,C00286
CSO,StopPoint:23:598,14054,C00286
CSO,StopPoint:23:597,14053,C00286
CSO,StopPoint:23:362,423036,C01773
CSO,StopPoint:23:457,13958,C01773
CSO,StopPoint:23:593,13494,C00286
CSO,StopPoint:23:634,13490,C00286
CSO,StopPoint:23:563,13484,C00288
CSO,StopPoint:23:485,13978,C00288
CSO,StopPoint:23:487,13980,C00288
CSO,StopPoint:23:614,13481,C00288
CSO,StopPoint:23:482,13975,C00288
CSO,StopPoint:23:568,13495,C00288
CSO,StopPoint:23:638,13488,C00288
CSO,StopPoint:23:619,13564,C00288
Goëlys,StopPoint:6:185,423768,C00258
Goëlys,StopPoint:6:271,40322,C00257
Goëlys,StopPoint:6:282,38404,C00257
Goëlys,StopPoint:6:283,423599,C00257
Goëlys,StopPoint:6:102,38026,C00257
Goëlys,StopPoint:6:270,423866,C00257
Goëlys,StopPoint:6:278,38148,C00257
Goëlys,StopPoint:6:286,38412,C00258
Goëlys,StopPoint:6:101,40123,C00257
Goëlys,StopPoint:6:110,423618,C00257
Houdanais,StopPoint:25:426,5765,C01957
Houdanais,StopPoint:25:467,31583,C01957
HOURTOULE,StopPoint:50:14627,25014,C00401
HOURTOULE,StopPoint:50:14626,9534,C00401
HOURTOULE,StopPoint:50:14662,11257,C00401
HOURTOULE,StopPoint:50:14616,9526,C00401
HOURTOULE,StopPoint:50:14611,9521,C00401
HOURTOULE,StopPoint:50:14637,25019,C00401
HOURTOULE,StopPoint:50:14634,9538,C00401
Goëlys,StopPoint:6:69,38260,C00260
Houdanais,StopPoint:25:1069,31854,C00172
Goëlys,StopPoint:6:77,40330,C00260
Goëlys,StopPoint:6:71,40331,C00260
Goëlys,StopPoint:6:86,423814,C00260
Goëlys,StopPoint:6:38,37985,C00260
Houdanais,StopPoint:25:10230,31888,C00172
Goëlys,StopPoint:6:36,42060,C00260
Goëlys,StopPoint:6:52,423562,C00260
Houdanais,StopPoint:25:10712,424140,C00172
Houdanais,StopPoint:25:467,31583,C00172
Houdanais,StopPoint:25:468,424231,C00172
Houdanais,StopPoint:25:246,31402,C01957
Houdanais,StopPoint:25:302,31448,C01957
