MonitoringRef_ZDE,reflex_lda_id,reflex_lda_nom,reflex_zdl_id,reflex_zdl_nom,reflex_zde_id,reflex_zde_nom,gtfs_stop_id,Lineref,gtfs_line_name,codifligne_line_id,codifligne_line_externalcode,destination_code,codifligne_network_name,gtfs_agency,opendata_date,Dispo,reflex_zde_x,reflex_zde_y,xy,
STIF:StopPoint:Q:4143:,63935,Mairie / Préfecture,46701,Préfecture,4143,Préfecture,StopPoint:2:92,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636096.028,6856208.712,48.8027865174, 2.12994306484
STIF:StopPoint:Q:4144:,63935,Mairie / Préfecture,46701,Préfecture,4144,Préfecture,StopPoint:2:93,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636112.085,6856216.573,48.8028588031, 2.13016048535
STIF:StopPoint:Q:41527:,65048,Maisons-Laffitte (Gare),43155,Maisons-Laffitte (Gare),41527,MAISONS LAFFITTE,StopPoint:8738642:800:J,STIF:Line::C01739:,J,C01739,800:J,-,TRAIN,TRAIN,2017-01-03,1,637349.7,6872111.5,48.9459159212, 2.14466528685
STIF:StopPoint:Q:41527:,65048,Maisons-Laffitte (Gare),43155,Maisons-Laffitte (Gare),41527,MAISONS LAFFITTE,StopPoint:8738642:800:L,STIF:Line::C01847:,L,C01847,800:L,-,TRAIN,TRAIN,2017-01-03,1,637349.7,6872111.5,48.9459159212, 2.14466528685
STIF:StopPoint:Q:41527:,65048,Maisons-Laffitte (Gare),43155,Maisons-Laffitte (Gare),41527,MAISONS LAFFITTE,StopPoint:8738642:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,637349.7,6872111.5,48.9459159212, 2.14466528685
STIF:StopPoint:Q:41527:,65048,Maisons-Laffitte (Gare),43155,Maisons-Laffitte (Gare),41527,MAISONS LAFFITTE,StopPoint:8738642:800:J,STIF:Line::C01846:,J,C01846,800:J,-,TRAIN,TRAIN,2017-01-03,1,637349.7,6872111.5,48.9459159212, 2.14466528685
STIF:StopPoint:Q:41527:,65048,Maisons-Laffitte (Gare),43155,Maisons-Laffitte (Gare),41527,MAISONS LAFFITTE,StopPoint:8738642:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,637349.7,6872111.5,48.9459159212, 2.14466528685
STIF:StopPoint:Q:41527:,65048,Maisons-Laffitte (Gare),43155,Maisons-Laffitte (Gare),41527,MAISONS LAFFITTE,StopPoint:8738642:800:L,STIF:Line::C01740:,L,C01740,800:L,-,TRAIN,TRAIN,2017-01-03,1,637349.7,6872111.5,48.9459159212, 2.14466528685
STIF:StopPoint:Q:41528:,73604,Achères Ville,47908,Achères Ville,41528,Achères Ville,StopPoint:8738165:810:A,STIF:Line::C01742:,A,C01742,810:A,-,RER,RER,2017-01-03,1,632455.6,6874856.0,48.970098478, 2.07741656232
STIF:StopPoint:Q:41528:,73604,Achères Ville,47908,Achères Ville,41528,Achères Ville,StopPoint:8738165:800:L,STIF:Line::C01847:,L,C01847,800:L,-,TRAIN,TRAIN,2017-01-03,1,632455.6,6874856.0,48.970098478, 2.07741656232
STIF:StopPoint:Q:41528:,73604,Achères Ville,47908,Achères Ville,41528,Achères Ville,StopPoint:8738165:810:A,STIF:Line::C01849:,A,C01849,810:A,-,RER,RER,2017-01-03,1,632455.6,6874856.0,48.970098478, 2.07741656232
STIF:StopPoint:Q:41528:,73604,Achères Ville,47908,Achères Ville,41528,Achères Ville,StopPoint:8738165:800:L,STIF:Line::C01740:,L,C01740,800:L,-,TRAIN,TRAIN,2017-01-03,1,632455.6,6874856.0,48.970098478, 2.07741656232
STIF:StopPoint:Q:41690:,63695,Echangeur,42875,Echangeur,41690,Echangeur,StopPoint:80:59,STIF:Line::C00049:,42,C00049,004004042:42,-,Phébus,Phébus,2017-01-03,1,639406.775,6853558.545,48.7792725065, 2.17539253658
STIF:StopPoint:Q:42007:,69469,Le Bois,43620,Le Bois,42007,Le Bois,StopPoint:80:112,STIF:Line::C00048:,40,C00048,004004040:40,-,Phébus,Phébus,2017-01-03,1,641806.0,6854317.5,48.7863189283, 2.20793752665
STIF:StopPoint:Q:42007:,69469,Le Bois,43620,Le Bois,42007,Le Bois,StopPoint:80:112,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,641806.0,6854317.5,48.7863189283, 2.20793752665
STIF:StopPoint:Q:42010:,63775,Marcel Dassault,52243,Marcel Dassault,42010,Marcel Dassault,StopPoint:80:137,STIF:Line::C00051:,45,C00051,004004029:45,-,Phébus,Phébus,2017-01-03,1,642027.44,6854269.0,48.7859026911, 2.21095788047
STIF:StopPoint:Q:426016:,66803,Saint-Ouen l'Aumône,47600,Mairie,426016,Mairie,StopPoint:40:404,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634746.4,6883152.5,49.0449320482, 2.10742279633
STIF:StopPoint:Q:4261:,63935,Mairie / Préfecture,43946,Mairie,4261,Hôtel de Ville,StopPoint:2:252,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636183.0,6856094.0,48.8017635136, 2.13114428346
STIF:StopPoint:Q:4262:,63935,Mairie / Préfecture,43946,Mairie,4262,Hôtel de Ville,StopPoint:2:253,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636258.939,6855971.489,48.800669269, 2.13219642478
STIF:StopPoint:Q:4265:,63894,Noailles,48614,Noailles,4265,Noailles,StopPoint:2:256,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636360.462,6855802.74,48.7991617151, 2.13360370712
STIF:StopPoint:Q:4266:,63894,Noailles,48614,Noailles,4266,Noailles,StopPoint:2:257,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636375.359,6855791.622,48.7990631993, 2.13380816071
STIF:StopPoint:Q:4267:,63880,Versailles Chantiers,43219,Versailles Chantiers,4267,Gare des Chantiers,StopPoint:2:258,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636521.424,6855571.53,48.7970982749, 2.13582933536
STIF:StopPoint:Q:4268:,63880,Versailles Chantiers,43219,Versailles Chantiers,4268,Gare des Chantiers,StopPoint:2:259,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636505.7,6855601.5,48.7973662516, 2.13561082641
STIF:StopPoint:Q:4286:,412735,Cour de Buc / Providence,44574,Providence,4286,Providence,StopPoint:2:306,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636805.44,6855357.5,48.7952013608, 2.13972724602
STIF:StopPoint:Q:4287:,412735,Cour de Buc / Providence,44574,Providence,4287,Providence,StopPoint:2:307,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636826.4,6855347.0,48.7951089859, 2.14001411034
STIF:StopPoint:Q:4288:,63842,Ploix,48622,Ploix,4288,Ploix,StopPoint:2:308,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637099.159,6855104.967,48.7929589981, 2.14376262895
STIF:StopPoint:Q:4289:,63842,Ploix,48622,Ploix,4289,Ploix,StopPoint:2:309,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637012.896,6855186.641,48.7936850892, 2.14257639455
STIF:StopPoint:Q:4290:,63826,Albert Sarraut,48623,Albert Sarraut,4290,Sarraut,StopPoint:2:310,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637299.446,6854915.402,48.7912737035, 2.14651671232
STIF:StopPoint:Q:4291:,63826,Albert Sarraut,48623,Albert Sarraut,4291,Sarraut,StopPoint:2:311,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637240.065,6854984.858,48.7918925604, 2.14569824963
STIF:StopPoint:Q:4292:,63818,Cisterciens,42638,Cisterciens,4292,Cisterciens,StopPoint:2:312,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637427.56,6854821.5,48.790441664, 2.14827425823
STIF:StopPoint:Q:4293:,63818,Cisterciens,42638,Cisterciens,4293,Cisterciens,StopPoint:2:313,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637452.864,6854857.15,48.7907647263, 2.14861343344
STIF:StopPoint:Q:4294:,63824,Lamartine,48624,Lamartine,4294,Lamartine,StopPoint:2:314,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637599.75,6854976.0,48.7918477963, 2.15059527753
STIF:StopPoint:Q:4295:,63824,Lamartine,48624,Lamartine,4295,Lamartine,StopPoint:2:315,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637571.614,6854955.094,48.7916570617, 2.15021537668
STIF:StopPoint:Q:4296:,63843,Moines,48625,Moines,4296,Moines,StopPoint:2:316,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637779.965,6855131.239,48.793261302, 2.15302554651
STIF:StopPoint:Q:4297:,63843,Moines,48625,Moines,4297,Moines,StopPoint:2:317,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,637847.44,6855194.5,48.7938367263, 2.15393475758
STIF:StopPoint:Q:4298:,73859,Porchefontaine (Rue Pierre Curie),46708,Porchefontaine (Rue Pierre Curie),4298,Porchefontaine,StopPoint:2:318,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,638404.128,6855672.672,48.7981904209, 2.1614430985
STIF:StopPoint:Q:4336:,64189,CC Parly 2 (Avenue Charles de Gaulle),47781,Les Comtesses / Place du 18 Juin,4336,Les Comtesses,StopPoint:2:496,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,635351.136,6858909.324,48.8269988366, 2.11939210546
STIF:StopPoint:Q:4338:,64189,CC Parly 2 (Avenue Charles de Gaulle),47781,Les Comtesses / Place du 18 Juin,4338,Les Comtesses,StopPoint:2:498,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,635425.514,6858959.669,48.8274590389, 2.12039751511
STIF:StopPoint:Q:4351:,63991,Place du Marché Notre-Dame,48577,Place du Marché Notre-Dame,4351,Pl du Marché Notre Dame,StopPoint:2:532,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636172.808,6856664.791,48.8068956762, 2.1309200043
STIF:StopPoint:Q:4352:,63991,Place du Marché Notre-Dame,48577,Place du Marché Notre-Dame,4352,Pl du Marché Notre Dame,StopPoint:2:533,STIF:Line::C00693:,B,C00693,056356002:B,-,Phébus,Phébus,2017-01-03,1,636151.856,6856668.964,48.80693113, 2.13063411643
STIF:StopPoint:Q:5466:,66708,Lycée Edmond Rostand,43851,Lycée Edmond Rostand,5466,Lycée Edmond Rostand,StopPoint:40:444,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,635460.75,6882474.5,49.0389082919, 2.11729694658
STIF:StopPoint:Q:5498:,66383,Les Jouanes,43746,Les Jouanes,5498,Les Jouanes,StopPoint:40:283,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,630195.229,6879418.304,49.0108787269, 2.04579228276
STIF:StopPoint:Q:5502:,66392,Le Noyer / Les Merisiers,43651,Le Noyer / Temps Perdu,5502,Le Noyer,StopPoint:40:583,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,629073.4,6879476.5,49.0112791057, 2.0304490197
STIF:StopPoint:Q:8601:,66850,Hérons,51420,Hérons,8601,Hérons,StopPoint:40:524,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,628263.06,6883792.0,49.0499900593, 2.018639859
STIF:StopPoint:Q:8602:,66845,La Belle Heaumière,51388,La Belle Heaumière,8602,Belle Heaumière,StopPoint:40:525,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,628687.2,6883717.5,49.0493674928, 2.02445408557
STIF:StopPoint:Q:8603:,66838,Musaraigne,44187,Musaraigne,8603,Musaraigne,StopPoint:40:526,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,629120.1,6883672.5,49.049010844, 2.03038303915
STIF:StopPoint:Q:8604:,66858,Cergy Saint-Christophe,47897,Cergy Saint-Christophe,8604,St Christ. RER,StopPoint:40:527,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,629453.06,6883758.0,49.0498162434, 2.03492308874
STIF:StopPoint:Q:8605:,66861,Centau. Martelet,51395,Centau. Martelet,8605,Centau. Martelet,StopPoint:40:528,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,629884.6,6883855.5,49.0507401363, 2.04080974011
STIF:StopPoint:Q:8606:,66855,Le Verger,51449,Le Verger,8606,Le Verger,StopPoint:40:529,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,630145.1,6883813.0,49.0503864214, 2.04438011052
STIF:StopPoint:Q:8607:,66901,Epine Martin,51412,Epine Martin,8607,Epine Martin,StopPoint:40:224,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,630332.94,6884279.5,49.0546010945, 2.04687249678
STIF:StopPoint:Q:8608:,66937,Collège la Bruyère,51398,Collège la Bruyère,8608,CES La Bruyère,StopPoint:40:225,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,630431.44,6884704.0,49.0584284057, 2.04814995743
STIF:StopPoint:Q:8609:,66964,Le Vauvarois,43668,Le Vauvarois,8609,Le Vauvarois,StopPoint:40:226,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,630616.4,6885067.5,49.0617166007, 2.05062057648
STIF:StopPoint:Q:8610:,66977,Osny (Gare),51494,Osny (Gare),8610,Osny Gare SNCF,StopPoint:40:227,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,631142.6,6885132.0,49.0623531787, 2.05780938229
STIF:StopPoint:Q:8611:,66956,Pasteur,51778,Pasteur,8611,Pasteur,StopPoint:40:228,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,631747.06,6884992.0,49.0611590234, 2.06610221935
STIF:StopPoint:Q:8612:,66981,Château de Grouchy,51402,Château de Grouchy,8612,Chât. de Grouchy,StopPoint:40:530,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,631687.06,6885342.5,49.0643039327, 2.06522455058
STIF:StopPoint:Q:8613:,66988,Montgeroult,51491,Montgeroult,8613,Montgeroult,StopPoint:40:531,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,631778.1,6885475.5,49.0655093972, 2.06644868512
STIF:StopPoint:Q:8614:,67008,Voltigeurs,51533,Voltigeurs,8614,Voltigeurs,StopPoint:40:532,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,631904.75,6885800.0,49.0684403675, 2.0681292064
STIF:StopPoint:Q:8615:,67023,Jean Jaurès,51421,Jean Jaurès,8615,Jean Jaurès,StopPoint:40:546,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,632420.25,6886011.0,49.0703919195, 2.0751492618
STIF:StopPoint:Q:8617:,66978,Croix Saint Simeon,42799,Croix Saint Simeon,8617,Croix St Siméon,StopPoint:40:159,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633428.25,6885248.0,49.0636372671, 2.08906329034
STIF:StopPoint:Q:8618:,66962,Boblingen,51390,Boblingen,8618,Boblingen,StopPoint:40:534,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633316.4,6885022.0,49.0615937168, 2.08756865613
STIF:StopPoint:Q:8619:,66941,Louvrais,51475,Louvrais,8619,Les Louvrais,StopPoint:40:535,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633147.6,6884795.5,49.0595397192, 2.08529507265
STIF:StopPoint:Q:8620:,66920,Nobel,51492,Nobel,8620,Nobel,StopPoint:40:536,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633223.44,6884423.0,49.0561984965, 2.08639162451
STIF:StopPoint:Q:8621:,66935,Lycée Camille Pissarro / Place de la Paix,46796,Place de la Paix,8621,Place de la Paix,StopPoint:40:537,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633445.25,6884656.0,49.0583164197, 2.08938930393
STIF:StopPoint:Q:8622:,66939,Ch. Bouticourt,51400,Ch. Bouticourt,8622,Ch. Bouticourt,StopPoint:40:538,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633636.0,6884757.5,49.0592487484, 2.09198297084
STIF:StopPoint:Q:8623:,66953,Hôpital René Dubos / Hopital-Administration,46797,Hopital-Administration,8623,Hôpital-Admin.,StopPoint:40:167,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633782.94,6884998.0,49.0614262376, 2.09395552611
STIF:StopPoint:Q:8624:,66969,Alsace Bretagne,51380,Alsace Bretagne,8624,Alsace Bretagne,StopPoint:40:168,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633636.5,6885171.0,49.0629665366, 2.09192475069
STIF:StopPoint:Q:8625:,66965,Normandie,46798,Normandie,8625,Normandie,StopPoint:40:160,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633513.9,6884975.0,49.061191634, 2.0902782169
STIF:StopPoint:Q:8626:,66935,Lycée Camille Pissarro / Place de la Paix,43838,Lycée Camille Pissarro,8626,Lycée Pissaro,StopPoint:40:539,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633548.0,6884635.0,49.0581382562, 2.09079832658
STIF:StopPoint:Q:8627:,66903,Cimetière,51405,Cimetière,8627,Cimetière,StopPoint:40:540,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633685.5,6884223.0,49.0544482089, 2.09274421187
STIF:StopPoint:Q:8628:,66884,La Citadelle,51512,La Citadelle,8628,La Citadelle,StopPoint:40:541,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633874.7,6884023.5,49.0526740288, 2.09536371842
STIF:StopPoint:Q:8629:,66868,Poste,44548,Poste,8629,La Poste,StopPoint:40:542,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,634169.5,6883902.5,49.0516164191, 2.09941529883
STIF:StopPoint:Q:8630:,66851,Quai du Pothuis,47598,Quai du Pothuis,8630,Quai du Pothuis,StopPoint:40:543,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,634414.1,6883754.5,49.0503107879, 2.10278423016
STIF:StopPoint:Q:8631:,66820,Hôtel Dieu,47602,Hôtel Dieu,8631,Hôtel Dieu,StopPoint:40:544,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,634198.56,6883431.5,49.0473846331, 2.0998862629
STIF:StopPoint:Q:8631:,66820,Hôtel Dieu,47602,Hôtel Dieu,8631,Hôtel Dieu,StopPoint:40:544,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634198.56,6883431.5,49.0473846331, 2.0998862629
STIF:StopPoint:Q:8632:,66816,Pontoise (Gare),44496,Pontoise (Gare),8632,Pontoise Gare,StopPoint:40:205,STIF:Line::C00764:,34 Nord,C00764,059440035:34Nord,-,STIVO,STIVO,2017-01-03,1,633893.56,6883410.0,49.0471599925, 2.09571782636
STIF:StopPoint:Q:8632:,66816,Pontoise (Gare),44496,Pontoise (Gare),8632,Pontoise Gare,StopPoint:40:205,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,633893.56,6883410.0,49.0471599925, 2.09571782636
STIF:StopPoint:Q:8633:,66436,Neuville Université,47879,Neuville Université,8633,Neuville RER,StopPoint:40:557,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,632669.0,6879805.5,49.0146241558, 2.0795430849
STIF:StopPoint:Q:8634:,66469,Jean Jaurès,51769,Jean Jaurès,8634,Jean Jaurès,StopPoint:40:345,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,633975.9,6880121.0,49.0175965624, 2.09735835235
STIF:StopPoint:Q:8635:,66470,La Challe,51424,La Challe,8635,La Challe,StopPoint:40:346,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634212.2,6880169.0,49.0180523889, 2.10058114902
STIF:StopPoint:Q:8636:,66495,L'Ourcq-La Marne,51474,L'Ourcq-La Marne,8636,L'Ourcq-La Marne,StopPoint:40:558,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634416.9,6880389.5,49.0200558978, 2.10334523673
STIF:StopPoint:Q:8637:,66502,Les Beaux Vents,51450,Les Beaux Vents,8637,Les Beaux Vents,StopPoint:40:559,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634675.2,6880442.0,49.0205542611, 2.1068683045
STIF:StopPoint:Q:8638:,66519,Route Pierrelaye,51507,Route Pierrelaye,8638,Route Pierrelaye,StopPoint:40:352,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634916.75,6880646.0,49.0224129999, 2.11013910632
STIF:StopPoint:Q:8639:,66545,F. Chatelain,51414,F. Chatelain,8639,F. Châtelain,StopPoint:40:560,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,635128.94,6880919.0,49.0248890771, 2.11299813507
STIF:StopPoint:Q:8640:,66659,Saint-Ouen l'Aumône - Liesse,43150,Saint-Ouen l'Aumône - Liesse,8640,Gare de Liesse,StopPoint:40:434,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,636251.25,6881872.0,49.0335700879, 2.12819870368
STIF:StopPoint:Q:8641:,66668,Louis Delage,51473,Louis Delage,8641,Louis Delage,StopPoint:40:443,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,635852.5,6882112.5,49.0356927547, 2.12270947267
STIF:StopPoint:Q:8643:,66723,M. De L'Hospital,51489,M. De L'Hospital,8643,M. de l'Hospital,StopPoint:40:445,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,635290.2,6882628.5,49.0402757583, 2.11494092282
STIF:StopPoint:Q:8644:,66745,Clos du Roi,51407,Clos du Roi,8644,Clos du Roi,StopPoint:40:446,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,635044.1,6882842.5,49.0421750032, 2.11154227697
STIF:StopPoint:Q:8645:,66803,Saint-Ouen l'Aumône,47600,Mairie,8645,Mairie,StopPoint:40:372,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634759.7,6883160.5,49.0450053283, 2.10760346942
STIF:StopPoint:Q:8646:,66803,Saint-Ouen l'Aumône,47601,Poste,8646,La Poste,StopPoint:40:373,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,634662.56,6883346.5,49.0466677851, 2.10624604668
STIF:StopPoint:Q:8647:,66436,Neuville Université,47879,Neuville Université,8647,Neuville RER,StopPoint:40:577,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,632658.1,6879815.5,49.0147129261, 2.07939249482
STIF:StopPoint:Q:8648:,73607,Gay Lussac,51416,Gay Lussac,8648,Gay Lussac,StopPoint:40:578,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,632357.3,6879938.0,49.0157827529, 2.07526112743
STIF:StopPoint:Q:8649:,66435,Les Trembles,51469,Les Trembles,8649,Les Trembles,StopPoint:40:579,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,631971.8,6879849.0,49.0149418206, 2.07000579782
STIF:StopPoint:Q:8650:,66423,Mairie,51478,Mairie,8650,Mairie,StopPoint:40:580,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,631423.8,6879691.0,49.0134629334, 2.06254058905
STIF:StopPoint:Q:8651:,66438,Le Pont,51447,Le Pont,8651,Le Pont,StopPoint:40:581,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,631190.9,6879800.5,49.0144225719, 2.05933923808
STIF:StopPoint:Q:8652:,66408,Rond-point Croix Saint- Jacques,51409,Rond-point Croix Saint- Jacques,8652,Croix St Jacques,StopPoint:40:281,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,630704.8,6879526.0,49.0119022184, 2.05273961626
STIF:StopPoint:Q:8653:,66388,Boile / Vignes Blanches,51470,Vignes Blanches,8653,Vignes Blanches,StopPoint:40:282,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,630471.3,6879444.0,49.0111397049, 2.04956148745
STIF:StopPoint:Q:8655:,66377,Stade,51772,Stade,8655,Le Stade,StopPoint:40:313,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,629690.06,6879359.5,49.0102949152, 2.03889725563
STIF:StopPoint:Q:8656:,66352,Les Forbeux,51458,Les Forbeux,8656,Les Forboeufs,StopPoint:40:582,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,629355.94,6879203.5,49.0088556237, 2.0343565284
STIF:StopPoint:Q:8658:,66428,Les Tremblays,51468,Les Tremblays,8658,Les Tremblays,StopPoint:40:288,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,628835.94,6879763.5,49.0138333276, 2.0271549887
STIF:StopPoint:Q:8659:,66619,Rond-Point de la Croix Lieu / La Bussie,44670,Rond-Point de la Croix Lieu / La Bussie,8659,La Croix Lieu,StopPoint:40:126,STIF:Line::C00763:,34 Sud,C00763,059440034:34Sud,-,STIVO,STIVO,2017-01-03,1,628466.2,6881675.5,49.0309833158, 2.02177719898
