MonitoringRef_ZDE,reflex_lda_id,reflex_lda_nom,reflex_zdl_id,reflex_zdl_nom,reflex_zde_id,reflex_zde_nom,gtfs_stop_id,Lineref,gtfs_line_name,codifligne_line_id,codifligne_line_externalcode,destination_code,codifligne_network_name,gtfs_agency,opendata_date,Dispo,reflex_zde_x,reflex_zde_y,xy,
STIF:StopPoint:Q:22171:,71197,Dupleix,42871,Dupleix,22171,DUPLEIX,StopPoint:59455,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,648168.2,6861382.0,48.8503936561, 2.29366669586
STIF:StopPoint:Q:22172:,71108,Edgar Quinet,45313,Edgar Quinet,22172,EDGAR-QUINET,StopPoint:59456,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,650562.395,6860268.776,48.8405706187, 2.32642116228
STIF:StopPoint:Q:22173:,71026,Glacière,45276,Glacière,22173,GLACIÈRE,StopPoint:59651,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,651780.9,6859222.0,48.8312492211, 2.34314094561
STIF:StopPoint:Q:22174:,73651,Chevaleret,45267,Chevaleret,22174,CHEVALERET,StopPoint:59457,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,653617.1,6859620.5,48.8349677298, 2.36810983626
STIF:StopPoint:Q:22175:,71013,Corvisart,45274,Corvisart,22175,CORVISART,StopPoint:59458,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,652330.2,6859063.5,48.8298646726, 2.350641137
STIF:StopPoint:Q:22176:,71167,Cambronne,42419,Cambronne,22176,CAMBRONNE,StopPoint:59459,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,648781.257,6861077.261,48.8477021889, 2.30205734389
STIF:StopPoint:Q:22177:,73650,Bel-Air,45222,Bel-Air,22177,BEL-AIR,StopPoint:59460,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,656028.56,6860321.0,48.8414364317, 2.40088828283
STIF:StopPoint:Q:22178:,71607,Bercy (Métro),45232,Bercy (Métro),22178,BERCY,StopPoint:59413,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,654457.434,6860195.065,48.8401947708, 2.37949601025
STIF:StopPoint:Q:22179:,71219,Bir-Hakeim (Grenelle),45340,Bir-Hakeim (Grenelle),22179,BIR-HAKEIM (GRENELLE),StopPoint:59205,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,647817.097,6861822.911,48.854330375, 2.2888282148
STIF:StopPoint:Q:22180:,71301,Boissière,42359,Boissière,22180,BOISSIÈRE,StopPoint:59652,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,647919.73,6863215.208,48.8668593465, 2.29005627116
STIF:StopPoint:Q:22181:,71614,Daumesnil,45229,Daumesnil,22181,DAUMESNIL (FÉLIX EBOUÉ),StopPoint:59653,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,655653.875,6860095.062,48.8393788787, 2.39580694536
STIF:StopPoint:Q:22182:,71606,Dugommier,42869,Dugommier,22182,DUGOMMIER,StopPoint:59461,STIF:Line::C01376:,6,C01376,100110006:6,-,METRO,METRO,2017-01-03,1,655180.722,6860043.074,48.8388786135, 2.38936621311
STIF:StopPoint:Q:22183:,71199,La Motte Picquet - Grenelle,43566,La Motte Picquet - Grenelle,22183,LA MOTTE-PICQUET-GRENELLE,StopPoint:59393,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,648463.502,6861202.855,48.8488063092, 2.29771239717
STIF:StopPoint:Q:22184:,71614,Daumesnil,45229,Daumesnil,22184,DAUMESNIL (FÉLIX EBOUÉ),StopPoint:59561,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,655639.17,6860129.165,48.8396845577, 2.39560304879
STIF:StopPoint:Q:22185:,71274,Invalides,43407,Invalides,22185,INVALIDES,StopPoint:59479,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649711.914,6862531.557,48.8608538168, 2.31456646931
STIF:StopPoint:Q:22186:,71073,Balard,45357,Balard,22186,BALARD,StopPoint:59477,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,647056.256,6859882.477,48.8368181271, 2.27870126989
STIF:StopPoint:Q:22187:,71086,Lourmel,45363,Lourmel,22187,LOURMEL,StopPoint:59478,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,647319.808,6860086.14,48.8386712634, 2.28226645015
STIF:StopPoint:Q:22188:,412992,Boucicaut,42370,Boucicaut,22188,BOUCICAUT,StopPoint:59476,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,647738.727,6860344.464,48.8410284738, 2.28794190316
STIF:StopPoint:Q:22189:,71137,Félix Faure,42984,Félix Faure,22189,FÉLIX FAURE,StopPoint:59560,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,648056.193,6860541.678,48.8428276802, 2.29224305062
STIF:StopPoint:Q:22190:,71132,Commerce,42734,Commerce,22190,COMMERCE,StopPoint:59474,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,648173.784,6860739.57,48.8446167818, 2.29382108004
STIF:StopPoint:Q:22191:,71224,École Militaire,42885,École Militaire,22191,ECOLE MILITAIRE,StopPoint:59470,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,649037.213,6861804.669,48.8542639962, 2.30545781648
STIF:StopPoint:Q:22192:,71242,La Tour Maubourg,43409,La Tour Maubourg,22192,LA TOUR-MAUBOURG,StopPoint:59658,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,649359.767,6862131.76,48.8572309177, 2.30981453014
STIF:StopPoint:Q:22193:,71274,Invalides,43407,Invalides,22193,INVALIDES,StopPoint:59469,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,649719.136,6862558.48,48.8610964947, 2.31466171631
STIF:StopPoint:Q:22194:,71324,Madeleine,43898,Madeleine,22194,MADELEINE,StopPoint:59414,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,650463.495,6863487.661,48.869510112, 2.32469867069
STIF:StopPoint:Q:22195:,71337,Opéra,42237,Opéra,22195,OPÉRA,StopPoint:59212,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,650982.198,6863608.227,48.8706340196, 2.33175558762
STIF:StopPoint:Q:22196:,71330,Richelieu Drouot,44642,Richelieu Drouot,22196,RICHELIEU-DROUOT,StopPoint:59463,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,651583.08,6863756.085,48.8720091238, 2.33992999119
STIF:StopPoint:Q:22197:,71326,Grands Boulevards,43310,Grands Boulevards,22197,GRANDS BOULEVARDS,StopPoint:59464,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,651801.531,6863706.278,48.8715776057, 2.34291365587
STIF:StopPoint:Q:22198:,71320,Bonne Nouvelle,45100,Bonne Nouvelle,22198,BONNE NOUVELLE,StopPoint:59475,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,652211.324,6863591.901,48.8705795744, 2.34851294525
STIF:StopPoint:Q:22199:,71311,République,44617,République,22199,RÉPUBLIQUE,StopPoint:59557,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,653296.885,6863259.972,48.8676742296, 2.36334787048
STIF:StopPoint:Q:22200:,71277,Filles Du Calvaire,58727,Filles du Calvaire,22200,FILLES DU CALVAIRE,StopPoint:59472,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,653543.429,6862747.209,48.8630808589, 2.36676464301
STIF:StopPoint:Q:22201:,71777,Saint-Sébastien Froissart,45208,Saint-Sébastien Froissart,22201,SAINT-SÉBASTIEN-FROISSART,StopPoint:59558,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,653579.44,6862513.047,48.8609776651, 2.36728105193
STIF:StopPoint:Q:22202:,73622,Chemin Vert (métro),45097,Chemin Vert (métro),22202,CHEMIN VERT,StopPoint:59473,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,653633.238,6862135.823,48.8575892021, 2.36805544313
STIF:StopPoint:Q:22203:,71693,Ledru Rollin,43674,Ledru Rollin,22203,LEDRU-ROLLIN,StopPoint:59468,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,654206.882,6861420.431,48.8511967519, 2.37595051336
STIF:StopPoint:Q:22204:,74001,Faidherbe Chaligny,42980,Faidherbe Chaligny,22204,FAIDHERBE-CHALIGNY,StopPoint:59471,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,654829.415,6861290.273,48.8500701883, 2.38444761392
STIF:StopPoint:Q:22205:,71631,Montgallet,44160,Montgallet,22205,MONTGALLET,StopPoint:59467,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,655205.627,6860628.509,48.8441451984, 2.38964386196
STIF:StopPoint:Q:22206:,71595,Michel Bizot,44140,Michel Bizot,22206,MICHEL BIZOT,StopPoint:59466,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,656175.298,6859825.84,48.8369934081, 2.40293852662
STIF:StopPoint:Q:22207:,71591,Porte Dorée,44532,Porte Dorée,22207,PORTE DORÉE,StopPoint:59559,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,656413.743,6859657.936,48.8354995979, 2.40620414601
STIF:StopPoint:Q:22208:,71579,Porte de Charenton,44512,Porte de Charenton,22208,PORTE DE CHARENTON,StopPoint:59465,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,655991.374,6859345.678,48.8326627176, 2.40048253461
STIF:StopPoint:Q:22209:,71558,Liberté,43811,Liberté,22209,LIBERTÉ,StopPoint:59562,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,656495.473,6858560.914,48.8256394195, 2.40742970376
STIF:StopPoint:Q:22210:,70648,Charenton Écoles,42545,Charenton Écoles,22210,CHARENTON-ECOLES,StopPoint:59482,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,656965.283,6858096.245,48.8214920822, 2.41387567655
STIF:StopPoint:Q:22211:,70269,Créteil L'Échat,45712,Créteil L'Échat,22211,CRÉTEIL-L'ECHAT (HÔPITAL HENRI MONDOR),StopPoint:59563,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,659565.282,6855310.066,48.796603263, 2.44955049012
STIF:StopPoint:Q:22212:,70172,Créteil Universite,42779,Créteil Universite,22212,CRÉTEIL-UNIVERSITÉ,StopPoint:59564,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,659655.789,6854544.771,48.7897262508, 2.45085500046
STIF:StopPoint:Q:22213:,70021,Créteil Préfecture,42778,Créteil Préfecture,22213,CRÉTEIL-PRÉFECTURE (HÔTEL DE VILLE),StopPoint:59204,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,660271.055,6853432.272,48.7797590996, 2.45933310934
STIF:StopPoint:Q:22214:,70522,École Vétérinaire de Maisons-Alfort,42889,École Vétérinaire de Maisons-Alfort,22214,ECOLE VÉTÉRINAIRE DE MAISONS-ALFORT,StopPoint:59565,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,657530.911,6857378.923,48.8150785187, 2.42165069662
STIF:StopPoint:Q:22215:,70426,Maisons-Alfort - Stade,44066,Maisons-Alfort - Stade,22215,MAISONS-ALFORT-STADE,StopPoint:59484,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,658600.793,6856609.39,48.8082274332, 2.43629479198
STIF:StopPoint:Q:22216:,70358,Maisons-Alfort Les Juilliottes,44067,Maisons-Alfort Les Juilliottes,22216,MAISONS-ALFORT-LES JUILLIOTTES,StopPoint:59483,STIF:Line::C01378:,8,C01378,100110008:8,-,METRO,METRO,2017-01-03,1,659323.959,6855967.696,48.8025024477, 2.44620261101
STIF:StopPoint:Q:22217:,71204,Saint-François Xavier,45139,Saint-François Xavier,22217,SAINT-FRANÇOIS-XAVIER,StopPoint:59524,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649693.7,6861434.5,48.8509866977, 2.31444804143
STIF:StopPoint:Q:22218:,71370,Gare Saint-Lazare,58566,Gare Saint-Lazare,22218,SAINT-LAZARE,StopPoint:59223,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650433.644,6864217.472,48.876070822, 2.32420660365
STIF:StopPoint:Q:22219:,71545,Porte de Clichy,44514,Porte de Clichy,22219,PORTE DE CLICHY,StopPoint:59581,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649672.313,6866266.639,48.8944391895, 2.31358418584
STIF:StopPoint:Q:22220:,72078,Porte de Saint-Ouen,44525,Porte de Saint-Ouen,22220,PORTE DE SAINT-OUEN,StopPoint:59526,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650808.426,6866598.887,48.8975147624, 2.32904029322
STIF:StopPoint:Q:22221:,71006,Porte de Vanves,44526,Porte de Vanves,22221,PORTE DE VANVES,StopPoint:59527,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,648928.538,6858859.367,48.827768332, 2.30433045245
STIF:StopPoint:Q:22222:,412687,Pernety,44316,Pernety,22222,PERNETY,StopPoint:59604,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649932.622,6859536.515,48.8339367526, 2.31792721595
STIF:StopPoint:Q:22223:,71039,Plaisance,45322,Plaisance,22223,PLAISANCE,StopPoint:59529,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649633.791,6859297.172,48.8317610429, 2.31388474734
STIF:StopPoint:Q:22224:,71346,Miromesnil,43511,Miromesnil,22224,MIROMESNIL,StopPoint:59502,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649833.611,6863932.689,48.8734633858, 2.31605972154
STIF:StopPoint:Q:22225:,71382,Liège,43814,Liège,22225,LIÈGE,StopPoint:59606,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650632.752,6864601.566,48.8795401615, 2.32687649285
STIF:StopPoint:Q:22226:,71232,Varenne,45131,Varenne,22226,VARENNE,StopPoint:59531,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649722.743,6862035.766,48.856396086, 2.31477270373
STIF:StopPoint:Q:22227:,71474,La Fourche,43548,La Fourche,22227,LA FOURCHE,StopPoint:59533,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650557.182,6865480.672,48.8874398673, 2.3257437936
STIF:StopPoint:Q:22228:,71528,Guy Môquet,43333,Guy Môquet,22228,GUY-MÔQUET,StopPoint:59608,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650692.297,6866099.164,48.8930120852, 2.32751444965
STIF:StopPoint:Q:22229:,71159,Duroc,42874,Duroc,22229,DUROC,StopPoint:59396,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649844.879,6860989.372,48.8469954772, 2.31656064024
STIF:StopPoint:Q:22230:,73675,Gaîté,43046,Gaîté,22230,GAÎTÉ,StopPoint:59609,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650274.9,6860069.5,48.8387564072, 2.3225275783
STIF:StopPoint:Q:22231:,73661,Brochant,45487,Brochant,22231,BROCHANT,StopPoint:59535,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,650154.432,6865838.843,48.8906297072, 2.32020967647
STIF:StopPoint:Q:22232:,72240,Les Agnettes,43693,Les Agnettes,22232,LES AGNETTES,StopPoint:59597,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,647677.254,6869451.498,48.9229197158, 2.28598239164
STIF:StopPoint:Q:22233:,72286,Asnières - Gennevilliers Les Courtilles,42231,Asnières - Gennevilliers Les Courtilles,22233,ASNIÈRES-GENNEVILLIERS LES COURTILLES,StopPoint:59582,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,647523.25,6870273.5,48.9302988346, 2.28377916185
STIF:StopPoint:Q:22234:,72203,Gabriel Péri,43042,Gabriel Péri,22234,GABRIEL-PÉRI,StopPoint:59613,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,648283.924,6868740.826,48.9165781623, 2.29434748086
STIF:StopPoint:Q:22235:,73766,Plateau De Vanves,413433,Plateau De Vanves,22235,MALAKOFF-PLATEAU DE VANVES,StopPoint:59536,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,648454.887,6858271.705,48.822445722, 2.29795012583
STIF:StopPoint:Q:22236:,70562,Malakoff - Étienne Dolet,44069,Malakoff Rue Étienne Dolet,22236,MALAKOFF-RUE ETIENNE DOLET,StopPoint:59538,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,648399.697,6857411.691,48.8147070643, 2.29730270893
STIF:StopPoint:Q:22237:,70469,Châtillon Montrouge,42588,Châtillon Montrouge,22237,CHÂTILLON MONTROUGE,StopPoint:59614,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,648689.372,6856917.558,48.8102863405, 2.30130686183
STIF:StopPoint:Q:22238:,72118,Mairie de Clichy,44012,Mairie de Clichy,22238,MAIRIE DE CLICHY,StopPoint:59583,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,649080.649,6867335.971,48.9040086476, 2.30538664226
STIF:StopPoint:Q:22239:,72217,Carrefour Pleyel,42447,Carrefour Pleyel,22239,CARREFOUR-PLEYEL,StopPoint:59544,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,651920.643,6869084.048,48.9199465312, 2.34392829378
STIF:StopPoint:Q:22240:,72326,Basilique de Saint-Denis,44859,Basilique de Saint-Denis,22240,BASILIQUE DE SAINT-DENIS,StopPoint:59541,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,653088.319,6870913.139,48.9364804984, 2.35965882779
STIF:StopPoint:Q:22241:,72285,Saint-Denis Porte de Paris,44861,Saint-Denis Porte de Paris,22241,SAINT-DENIS-PORTE DE PARIS,StopPoint:59542,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,652829.369,6870186.749,48.9299296594, 2.35620517294
STIF:StopPoint:Q:22242:,72358,Saint-Denis Université,44860,Saint-Denis Université,22242,SAINT-DENIS-UNIVERSITÉ,StopPoint:59540,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,653273.2,6871983.0,48.9461143788, 2.36206435159
STIF:StopPoint:Q:22243:,72168,Mairie de Saint-Ouen,43969,Mairie de Saint-Ouen,22243,MAIRIE DE SAINT-OUEN,StopPoint:59545,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,651167.369,6868164.931,48.9116247365, 2.33375572128
STIF:StopPoint:Q:22244:,72128,Garibaldi,43252,Garibaldi,22244,GARIBALDI,StopPoint:59543,STIF:Line::C01383:,13,C01383,100110013:13,-,METRO,METRO,2017-01-03,1,651028.567,6867583.446,48.9063852099, 2.33192919724
STIF:StopPoint:Q:22364:,71264,Châtelet,42587,Châtelet,22364,CHÂTELET,StopPoint:59566,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652105.901,6862105.686,48.8572064462, 2.34724330193
STIF:StopPoint:Q:22365:,71033,Place d'Italie,44371,Place d'Italie,22365,PLACE D'ITALIE,StopPoint:59275,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652677.552,6859248.609,48.8315549755, 2.35535197562
STIF:StopPoint:Q:22366:,71133,Place Monge,44435,Place Monge,22366,PLACE MONGE (JARDIN DES PLANTES),StopPoint:59277,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652451.553,6860541.725,48.8431674147, 2.35212892402
STIF:StopPoint:Q:22367:,73615,Château Landon,42583,Château Landon,22367,CHÂTEAU LANDON,StopPoint:59572,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653213.018,6864459.954,48.8784593195, 2.36207250219
STIF:StopPoint:Q:22368:,71961,Stalingrad,44901,Stalingrad,22368,STALINGRAD,StopPoint:59279,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653717.929,6865080.334,48.884074709, 2.36888892344
STIF:StopPoint:Q:22369:,71201,Sully Morland,44911,Sully Morland,22369,SULLY-MORLAND,StopPoint:59281,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653128.228,6861384.524,48.8507962746, 2.36125565918
STIF:StopPoint:Q:22370:,71001,Tolbiac,58740,Tolbiac,22370,TOLBIAC,StopPoint:59283,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652796.434,6858647.974,48.8261621017, 2.35703799143
STIF:StopPoint:Q:22371:,71977,Riquet,44643,Riquet,22371,RIQUET,StopPoint:59285,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,654129.693,6865557.583,48.8883959234, 2.37445202452
STIF:StopPoint:Q:22372:,70636,Porte d'Ivry,44507,Porte d'Ivry,22372,PORTE D'IVRY,StopPoint:59287,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653694.345,6858106.751,48.8213599107, 2.36932683357
STIF:StopPoint:Q:22373:,70604,Porte de Choisy,44513,Porte de Choisy,22373,PORTE DE CHOISY,StopPoint:59663,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653374.2,6857947.54,48.8199050175, 2.36498415221
STIF:StopPoint:Q:22374:,72430,Porte de La Villette,44518,Porte de La Villette,22374,PORTE DE LA VILLETTE,StopPoint:59288,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,654959.68,6866566.995,48.8975317976, 2.38566326422
STIF:StopPoint:Q:22375:,73788,Pyramides,44579,Pyramides,22375,PYRAMIDES,StopPoint:59290,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651151.222,6863147.084,48.8664998981, 2.33411274322
STIF:StopPoint:Q:22376:,71297,Palais Royal - Musée Du Louvre,44236,Palais Royal - Musée Du Louvre,22376,PALAIS-ROYAL (MUSÉE DU LOUVRE),StopPoint:59659,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651250.251,6862800.461,48.8633902814, 2.33550236553
STIF:StopPoint:Q:22377:,71363,Poissonnière,45165,Poissonnière,22377,POISSONNIÈRE,StopPoint:59574,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652282.608,6864344.848,48.8773559333, 2.3494001198
STIF:StopPoint:Q:22378:,71217,Pont Marie,44487,Pont Marie,22378,PONT MARIE (CITÉ DES ARTS),StopPoint:59576,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652847.91,6861683.701,48.8534663043, 2.35740261998
STIF:StopPoint:Q:22379:,71253,Pont Neuf,44491,Pont Neuf,22379,PONT NEUF,StopPoint:59664,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651732.394,6862256.735,48.8585369369, 2.34213579597
STIF:StopPoint:Q:22380:,70596,Porte d'Italie,44506,Porte d'Italie,22380,PORTE D'ITALIE,StopPoint:59666,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653045.313,6857818.385,48.8187196283, 2.36051934589
STIF:StopPoint:Q:22381:,71337,Opéra,42237,Opéra,22381,OPÉRA,StopPoint:59209,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651042.09,6863599.729,48.8705621544, 2.33257301687
STIF:StopPoint:Q:22382:,73616,Le Peletier,43656,Le Peletier,22382,LE PELETIER,StopPoint:59292,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651603.829,6864084.713,48.8749659553, 2.34017541357
STIF:StopPoint:Q:22383:,71076,Les Gobelins,43737,Les Gobelins,22383,LES GOBELINS,StopPoint:59294,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652442.984,6859759.272,48.8361301488, 2.35209964827
STIF:StopPoint:Q:22384:,71407,Louis Blanc,43823,Louis Blanc,22384,LOUIS BLANC,StopPoint:59296,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,653439.151,6864729.889,48.8809031617, 2.36512603838
STIF:StopPoint:Q:22385:,70645,Maison Blanche,44057,Maison Blanche,22385,MAISON BLANCHE,StopPoint:59298,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652871.318,6858282.566,48.8228814047, 2.35809840504
STIF:StopPoint:Q:22386:,71148,Jussieu,43493,Jussieu,22386,JUSSIEU,StopPoint:59300,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652652.038,6860851.851,48.8459711418, 2.35482598408
STIF:StopPoint:Q:22387:,71359,Gare de l'Est,43138,Gare de l'Est,22387,GARE DE L'EST (VERDUN),StopPoint:59214,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652986.264,6864234.997,48.8764198247, 2.35900580821
STIF:StopPoint:Q:22388:,73689,Chaussée d'Antin - La Fayette,42589,Chaussée d'Antin - La Fayette,22388,CHAUSSÉE D'ANTIN (LA FAYETTE),StopPoint:59568,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651108.313,6863869.009,48.8729887566, 2.33344478245
STIF:StopPoint:Q:22389:,72031,Corentin Cariou,45598,Corentin Cariou,22389,CORENTIN-CARIOU,StopPoint:59302,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,654712.183,6866252.266,48.8946841983, 2.38232119473
STIF:StopPoint:Q:22390:,71351,Cadet,42414,Cadet,22390,CADET,StopPoint:59304,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,651838.478,6864178.683,48.8758285939, 2.34336377377
STIF:StopPoint:Q:22391:,71100,Censier Daubenton,42461,Censier Daubenton,22391,CENSIER-DAUBENTON,StopPoint:59306,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,652423.17,6860256.137,48.8405970198, 2.35177415291
STIF:StopPoint:Q:22392:,72013,Crimée,42780,Crimée,22392,CRIMÉE,StopPoint:59570,STIF:Line::C01377:,7,C01377,100110007:7,-,METRO,METRO,2017-01-03,1,654303.349,6865766.996,48.890291452, 2.37679758927
